name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
Maple River Coop,Leonard,ND,Cass,,,dealer+warehouse,,,,registry-nd
Maple River Coop,Valley City,ND,Barnes,,,dealer+warehouse,,,,registry-nd
Maple River Grain,Casselton,ND,,+1 800-568-5402,,,,,,barchart
Maple River Grain,Durbin,ND,,701-347-5487,,,,,,barchart
Maple River Grain,Leonard,ND,,701-347-4465,,,,,,barchart
Maple River Grain,Prosper,ND,,701-347-4465,,,,,,barchart
Maple River Grain,Valley City,ND,,701-347-4465,,,,,,barchart
"Midway Seed, LLC",CAVALIER,ND,Pembina,,,dealer+warehouse,,,,registry-nd
Milnor Grain Company,Milnor,ND,Sargent,,,dealer+warehouse,,,,registry-nd
Milnor Grain Company,Milnor,ND,,701.427.5284,,,,,,barchart
Minn-Dak Ag LLC dba Minn-Dak Growers,Dickinson,ND,Stark,,,dealer+warehouse,,,,registry-nd
Minn-Dak Ag LLC dba Minn-Dak Growers,Grand Forks,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Minn-Kota Ag Products,Colfax,ND,,701-372-3721,,,,,,barchart
Minn-Kota Ag Products,Mooreton,ND,,701-439-2280,,,,,,barchart
Minn-Kota Ag Products,Wahpeton,ND,,701-643-8464,,,,,,barchart
Minn-Kota Ag Products,Wyndmere,ND,,701-439-2252,,,,,,barchart
"Minn-Kota Ag Products, Inc.",Colfax,ND,Richland,,,dealer+warehouse,,,,registry-nd
"Minn-Kota Ag Products, Inc.",Mooreton,ND,Richland,,,dealer+warehouse,,,,registry-nd
"Minn-Kota Ag Products, Inc.",Wahpeton,ND,Richland,,,dealer+warehouse,,,,registry-nd
"Minn-Kota Ag Products, Inc.",Wyndmere,ND,Richland,,,dealer+warehouse,,,,registry-nd
Nash Grain & Trading Co,Grafton,ND,Walsh,,,dealer+warehouse,,,,registry-nd
New Century Ag,Crosby,ND,Divide,,,dealer+warehouse,,,,registry-nd
New Century Ag,Noonan,ND,Divide,,,dealer+warehouse,,,,registry-nd
NORAG LLC,Vacated,ND,Ward,,,dealer+warehouse,,,,registry-nd
North Prairie Ag,Munich,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
North Prairie Ag,Nekoma,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
North Prairie Ag,Osnabrock,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
Northwood Equity Elevator,Hatton,ND,,701-543-3773,,,,,,barchart
Northwood Equity Elevator Company,Hatton,ND,Traill,,,dealer+warehouse,,,,registry-nd
Northwood Equity Elevator Company,Northwood,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
NTLS LLC,MAPLETON,ND,,,,dealer+warehouse,,,,registry-sd
"O'Brien Seed, Inc.",Mayville,ND,Traill,,,dealer+warehouse,,,,registry-nd
O'Toole Seed LLLP,Crystal,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"Paterson Grain, LLC",Bottineau,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
"Paterson Grain, LLC",Bowbells,ND,Burke,,,dealer+warehouse,,,,registry-nd
Pekin Cooperative Elevator Company,McVille,ND,Nelson,,,dealer+warehouse,,,,registry-nd
Pekin Cooperative Elevator Company,Pekin,ND,Nelson,,,dealer+warehouse,,,,registry-nd
Plains Grain & Agronomy,Enderlin,ND,,800-950-2219,,,,,,barchart
Plains Grain & Agronomy,Lisbon,ND,,701-683-4161,,,,,,barchart
Plains Grain & Agronomy,Sheldon,ND,,701-882-3236,,,,,,barchart
Plains Grain & Agronomy Cooperative,Enderlin,ND,Ransom,,,dealer+warehouse,,,,registry-nd
Plains Grain & Agronomy Cooperative,Lisbon,ND,Ransom,,,dealer+warehouse,,,,registry-nd
Plains Grain & Agronomy Cooperative,Marion,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
Plains Grain & Agronomy Cooperative,Sheldon,ND,Ransom,,,dealer+warehouse,,,,registry-nd
"Pulses America, INC.",Manvel,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Ray Farmers Union Elevator Co,Ray,ND,Williams,,,dealer+warehouse,,,,registry-nd
RED RIVER COMMODITIES INC,FARGO,ND,,,,dealer+warehouse,,,,registry-sd
RED RIVER COMMODITIES INC,JAMESTOWN,ND,,,,dealer+warehouse,,,,registry-sd
Red River Commodities Inc.,Fargo,ND,Cass,,,dealer+warehouse,,,,registry-nd
Red River Commodities Inc.,Jamestown,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
"RED RIVER COMMODITIES, INC.",FARGO,ND,,,,dealer,"170,000",,,registry-ne
Richardson Ag Inc.,Benedict,ND,McLean,,,dealer+warehouse,,,,registry-nd
Richardson Ag Inc.,Powers Lake,ND,Burke,,,dealer+warehouse,,,,registry-nd
Richardson Ag Inc.,Tolley,ND,Renville,,,dealer+warehouse,,,,registry-nd
"RICHLAND IFC, INC",DWIGHT,ND,,,,dealer+warehouse,,,,registry-sd
"Richland IFC, Inc.",Dwight,ND,Richland,,,dealer+warehouse,,,,registry-nd
Rugby Farmers Elevator,Rugby,ND,Pierce,,,dealer+warehouse,,,,registry-nd
Rugby Farmers Elevator,Willow City,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Rugby Farmers Elevator,York,ND,Benson,,,dealer+warehouse,,,,registry-nd
Rugby Farmers Union Elevator,Willow City,ND,,701-366-4321,,,,,,barchart
"S & S Grain, Inc.",Walhalla,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"SB&B Foods, LLC",Casselton,ND,Cass,,,dealer+warehouse,,,,registry-nd
"SB&B Foods, LLC",Casselton,ND,,,PO Box 549,dealer+warehouse,,,,registry-wi
Scranton Equity Exchange,Scranton,ND,Bowman,,,dealer+warehouse,,,,registry-nd
"SPECIALTY COMMODITIES, LLC",FARGO,ND,,,,dealer+warehouse,,,,registry-sd
SRS Commodities Limited,Mayville,ND,Traill,,,dealer+warehouse,,,,registry-nd
SRS Commodities Limited,Plaza,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
SRS Commodities Limited,Portland,ND,Traill,,,dealer+warehouse,,,,registry-nd
SRS Commodities Limited,Washburn,ND,McLean,,,dealer+warehouse,,,,registry-nd
Star of the West Milling Company,Larimore,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Steele Farmers Elevator,Steele,ND,Kidder,,,dealer+warehouse,,,,registry-nd
SUNRICH PRODUCTS LLC,GRACE CITY,ND,,,,dealer+warehouse,,,,registry-sd
"Taft Elevator, A Division of Rahr Malting Co.",Amenia,ND,Cass,,,dealer+warehouse,,,,registry-nd
"Taft Elevator, A Division of Rahr Malting Co.",Hillsboro,ND,Traill,,,dealer+warehouse,,,,registry-nd
Tharaldson Ethanol,Casselton,ND,,(701) 347-4000,,,,,,barchart
"The Arthur Companies, Inc.",Anamoose,ND,McHenry,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Arthu,ND,Cass,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Ayr,ND,Cass,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Beach,ND,Golden Valley,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Harvey,ND,Wells,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Page,ND,Cass,,,dealer+warehouse,,,,registry-nd
"The Arthur Companies, Inc.",Pillsbury,ND,Barnes,,,dealer+warehouse,,,,registry-nd
The Farmers Elevator Company of Honeyford North Dakota,Dahlen,ND,Nelson,,,dealer+warehouse,,,,registry-nd
The Farmers Elevator Company of Honeyford North Dakota,Gilby,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
The Farmers Elevator Company of Honeyford North Dakota,McCanna,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
The Farmers Elevator Company of Honeyford North Dakota,Petersburg,ND,Nelson,,,dealer+warehouse,,,,registry-nd
TMT Farms Bean & Seed Co.,Cleveland,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
TriGen Ag Partners,Makoti,ND,Ward,,,dealer+warehouse,,,,registry-nd
TriGen Ag Partners,Max,ND,McLean,,,dealer+warehouse,,,,registry-nd
TriGen Ag Partners,Plaza,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
TriGen Ag Partners,Ryder,ND,Ward,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Buxton,ND,Traill,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Colgate,ND,Steele,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Courtenay,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Finley,ND,Steele,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Grace City,ND,Foster,,,dealer+warehouse,,,,registry-nd
Trinidad Benham Corp.,Pillsbury,ND,Barnes,,,dealer+warehouse,,,,registry-nd
"Tronson Grain, LLC",Doyon,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
"Tronson Grain, LLC",Garske,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
"Tronson Grain, LLC",Tolna,ND,Nelson,,,dealer+warehouse,,,,registry-nd
"Tronson Grain, LLC",Tolna,ND,,701-262-4242,,,,,,barchart
Tuttle Farmers Elevator,Tuttle,ND,Kidder,,,dealer+warehouse,,,,registry-nd
United Grain Corporation of Oregon,Hettinger,ND,Adams,,,dealer+warehouse,,,,registry-nd
United Grain Corporation of Oregon,Mayville,ND,Traill,,,dealer+warehouse,,,,registry-nd
United Quality Coop,New Town,ND,,701-627-3636,,,,,,barchart
United Quality Cooperative,New Town,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
United Quality Cooperative,Parshall,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
United Quality Cooperative,Ross,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
Unity Seed Company,Casselton,ND,Cass,,,dealer+warehouse,,,,registry-nd
Valley United Co-op,Buxton,ND,Traill,,,dealer+warehouse,,,,registry-nd
Valley United Co-op,Reynolds,ND,Traill,,,dealer+warehouse,,,,registry-nd
Valley United Co-op,Thompson,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Valley United Co-op,Hillsboro,ND,,7018472261,,,,,,barchart
Valley United Co-op,Reynolds,ND,,701-847-2261,,,,,,barchart
"Walhalla Farmers Grain, LLC",Walhalla,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"Walsh Grain Terminal, LLC",Park River,ND,Walsh,,,dealer+warehouse,,,,registry-nd
"West Acres Grain, Inc.",Fairmount,ND,Richland,,,dealer+warehouse,,,,registry-nd
Wheaton - Dumont Coop Elevator,Fairmount,ND,Richland,,,dealer+warehouse,,,,registry-nd
Wheaton - Dumont Coop Elevator,Hankinson,ND,Richland,,,dealer+warehouse,,,,registry-nd
Wheaton - Dumont Coop Elevator,Mantador,ND,Richland,,,dealer+warehouse,,,,registry-nd
Wheaton - Dumont Coop Elevator,Rutland,ND,Sargent,,,dealer+warehouse,,,,registry-nd
Wilton Farmers Elevator,Wilton,ND,,701-734-6780,,,,,,barchart
Wilton Farmers Union Elevator Co.,Wilton,ND,McLean,,,dealer+warehouse,,,,registry-nd
Woodworth Farmers Grain Co.,Woodworth,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
872 GRAIN LLC,ORCHARD,NE,,,,dealer,"35,000",,,registry-ne
ADM Grain,Columbus,NE,,877-284-2676,,,,,,barchart
ADM Grain,Fremont,NE,,800-228-4071,,,,,,barchart
ADM Grain,Fremont,NE,,402-721-3733,,,,,,barchart
ADM Grain,Fremont,NE,,402-816-5400,,,,,,barchart
ADM Grain,Lincoln,NE,,800-228-4071,,,,,,barchart
ADM Grain,Lincoln,NE,,402-476-3631,,,,,,barchart
Ag Valley Co-op,Eustis,NE,,(308) 486-3221,,,,,,barchart
Ag Valley Co-op,Maywood,NE,,(800) 233-4551,,,,,,barchart
Ag Valley Co-op,North Platte,NE,,(800) 303-7636,,,,,,barchart
Ag Valley Co-op,Stapleton,NE,,308-636-2929,,,,,,barchart
"AG VALLEY COOPERATIVE, NON-STOCK",EDISON,NE,FURNAS,,,dealer+warehouse,"1,000,000",,,registry-ne
AGP,David City,NE,,(402) 275-6039,,,,,,barchart
"AGP Grain Marketing, LLC",Omaha,NE,Douglas,(816) 238-1700,12700 West Dodge Road,dealer+warehouse,,,,registry-mo
"AGP GRAIN MARKETING, LLC",OMAHA,NE,,,,dealer,"1,000,000",,,registry-ne
"AINSWORTH FEED PROCESSING, LLC",AINSWORTH,NE,,,,dealer,"1,000,000",,,registry-ne
Aurora Coop,David City,NE,,402-367-0256,,,,,,barchart
Aurora Coop,Geneva,NE,,402-759-3370,,,,,,barchart
AURORA COOPERATIVE ELEVATOR COMPANY,AURORA,NE,,,,dealer,"1,000,000",,,registry-ne
"BANCROFT GRAIN, LLC",BANCROFT,NE,CUMING,,,warehouse,,,,registry-ne
"BATTLE CREEK FARMERS COOPERATIVE, NON-STOCK",BATTLE CREEK,NE,,,,dealer,"1,000,000",,,registry-ne
"BATTLE CREEK FARMERS COOPERATIVE, NON-STOCK BATTLE",CREEK,NE,MADISON,,,warehouse,,,,registry-ne
"BELDEN GRAIN, LLC",BELDEN,NE,CEDAR,,,dealer+warehouse,"67,000",,,registry-ne
BLACK STRAP INC.,NELIGH,NE,,,,dealer+warehouse,,,,registry-sd
BOSSEN LIVESTOCK COMPANY DBA BOSSEN FEEDING COMPANY,ARCADIA,NE,,,,dealer,"346,000",,,registry-ne
Bruning Grain & Feed Co. Inc.,Bruning,NE,,402-353-4785,,,,,,barchart
"BRUNING GRAIN & FEED CO., INC.",BRUNING,NE,THAYER,,,dealer+warehouse,"35,000",,,registry-ne
BUNGE USA GRAIN LLC,OMAHA,NE,,,,dealer+warehouse,,,,registry-sd
"Bunge USA Grain, LLC",Omaha,NE,,,1331 Capitol Ave,dealer+warehouse,,,,registry-wi
"BUNGE USA GRAIN, LLC",OMAHA,NE,,,,dealer,"1,000,000",,,registry-ne
"Bunge USA Grain, LLC - Cross Country",Omaha,NE,Clay,(402) 889-4469,1331 Capital Avenue,dealer+warehouse,,,,registry-mo
"BUTTE FARM SUPPLY, INC.",BUTTE,NE,,,,dealer,"105,000",,,registry-ne
C.B. CONSTANTINI LTD,VANCOUVER,NE,,,,dealer,"101,000",,,registry-ne
Cargill US,Blair,NE,,800-228-7038,,,,,,barchart
CARROLL GRAIN LLC,CARROLL,NE,WAYNE,,,dealer+warehouse,"35,000",,,registry-ne
Central Valley Ag,Bee,NE,,402-643-2616,,,,,,barchart
Central Valley Ag,Benedict,NE,,402-732-6622,,,,,,barchart
Central Valley Ag,Blair,NE,,402-685-1000,,,,,,barchart
Central Valley Ag,Bradshaw,NE,,402-736-4333,,,,,,barchart
Central Valley Ag,Columbus,NE,,N/A,,,,,,barchart
Central Valley Ag,David City,NE,,N/A,,,,,,barchart
Central Valley Ag,Daykin,NE,,N/A,,,,,,barchart
Central Valley Ag,Fremont,NE,,N/A,,,,,,barchart
Central Valley Ag,Gresham,NE,,402-735-7266,,,,,,barchart
Central Valley Ag,Hartington,NE,,402-357-2381 ,,,,,,barchart
Central Valley Ag,Hooper,NE,,402-654-3323,,,,,,barchart
Central Valley Ag,Lincoln,NE,,402-685-1000,,,,,,barchart
Central Valley Ag,Oakland,NE,,402-685-1000,,,,,,barchart
Central Valley Ag,Polk,NE,,402-765-2201,,,,,,barchart
Central Valley Ag,Rising,NE,,402-542-2131,,,,,,barchart
Central Valley Ag,Scribner,NE,,402-664-2256,,,,,,barchart
Central Valley Ag,Seward,NE,,402-523-4225,,,,,,barchart
Central Valley Ag,Shelby,NE,,402-527-5511,,,,,,barchart
Central Valley Ag,Stromsburg,NE,,402-764-2571,,,,,,barchart
Central Valley Ag,Ulysses,NE,,402-549-2115,,,,,,barchart
Central Valley Ag,Utica,NE,,402-534-2411,,,,,,barchart
Central Valley Ag,Waco,NE,,402-728-5600,,,,,,barchart
Central Valley Ag,York,NE,,N/A,,,,,,barchart
CENTRAL VALLEY AG COOPERATIVE,YORK,NE,,,,dealer,"1,000,000",,,registry-ne
"CHIEF ETHANOL FUELS, INC.",HASTINGS,NE,,,,dealer,"1,000,000",,,registry-ne
CHS Grainland,Brule ,NE,,308.287.2304,,,,,,barchart
CHS INC,LINCOLN,NE,,,,dealer+warehouse,,,,registry-sd
CHS M&M Coop,Brule,NE,,N/A,,,,,,barchart
CLARK GRAIN COMPANY,JOHNSON,NE,NEMAHA,,,dealer+warehouse,"793,000",,,registry-ne
"CLARK SPECIALTY GRAINS, LLC",GOTHENBURG,NE,,,,dealer,"1,000,000",,,registry-ne
"COLORADO AGRI PRODUCTS, LLC",BRIDGEPORT,NE,,,,dealer+warehouse,,,,registry-sd
"COMMODITY SOLUTIONS, INC.",NORFOLK,NE,,,,dealer,"1,000,000",,,registry-ne
COOPERATIVE PRODUCERS INC,HASTINGS,NE,,,,dealer+warehouse,,,,registry-sd
"COOPERATIVE PRODUCERS, INC.",HASTINGS,NE,,,,dealer,"1,000,000",,,registry-ne
"COOPERATIVE SUPPLY, INC., NONSTOCK",DODGE,NE,DODGE,,,dealer+warehouse,"1,000,000",,,registry-ne
Country Partners Coop,Anselmo,NE,,308-749-2244,,,,,,barchart
Country Partners Coop,Arnold,NE,,(308) 848-3215,,,,,,barchart
Country Partners Coop,David City,NE,,(402) 275-6039,,,,,,barchart
Country Partners Coop,Farnam,NE,,308-569-2461,,,,,,barchart
Country Partners Coop,Gothenburg,NE,,308-537-7141,,,,,,barchart
Country Partners Coop,Merna,NE,,308-643-2231 ,,,,,,barchart
COUNTRY PARTNERS COOPERATIVE,GOTHENBURG,NE,DAWSON,,,warehouse,,,,registry-ne
COUNTRY PARTNERS COOPERATIVE,SPALDING,NE,,,,dealer,"1,000,000",,,registry-ne
CPI Cooperative Producers Inc,David City,NE,,402-954-1060,,,,,,barchart
CPI Cooperative Producers Inc,Fairmont,NE,,(402) 268-7900,,,,,,barchart
CROSSROADS COOPERATIVE ASSOCIATION,SIDNEY,NE,,,,dealer,"1,000,000",,,registry-ne
CROSSROADS COOPERATIVE ASSOCIATION UNITED TRADING SERVICE,GERING,NE,,,,dealer+warehouse,,,,registry-sd
CROSSROADS COOPERATIVE ASSOCIATION UNITED TRADING SERVICE,SIDNEY,NE,,,,dealer+warehouse,,,,registry-sd
DALLAS LANGLEY DBA DALLAS LANGLEY TRUCKING,SIDNEY,NE,,,,dealer,"35,000",,,registry-ne
DALLAS LANGLEY TRUCKING,SIDNEY,NE,,,,dealer+warehouse,,,,registry-sd
DIXON ELEVATOR CO.,DIXON,NE,DIXON,,,dealer+warehouse,"1,000,000",,,registry-ne
"E Energy Adams, LLC",Adams,NE,,402-988-4655,,,,,,barchart
ELEVATE AGRONOMICS INC,KILGORE,NE,,,,dealer+warehouse,,,,registry-sd
"ELKHORN VALLEY GRAIN AND PROCESSING, LLC",OMAHA,NE,,,,dealer,"1,000,000",,,registry-ne
ELYS INCORPORATED GUIDE,ROCK,NE,WEBSTER,,,warehouse,,,,registry-ne
FARMERS CO-OP ASSOCIATION,LINDSAY,NE,PLATTE,,,dealer+warehouse,"1,000,000",,,registry-ne
Farmers Coop of Dorchester,Adams,NE,,402-946-2211,,,,,,barchart
Farmers Coop of Dorchester,Barneston,NE,,N/A,,,,,,barchart
Farmers Coop of Dorchester,Barneston,NE,,(402) 674-3121,,,,,,barchart
Farmers Coop of Dorchester,Beatrice,NE,,402-228-3458,,,,,,barchart
Farmers Coop of Dorchester,Beatrice,NE,,(402) 228-4224,,,,,,barchart
Farmers Coop of Dorchester,Blue Springs,NE,,402-645-3356,,,,,,barchart
Farmers Coop of Dorchester,Burchard,NE,,402-865-5445 ,,,,,,barchart
Farmers Coop of Dorchester,Cordova,NE,,402-576-3241,,,,,,barchart
Farmers Coop of Dorchester,DAVID CITY,NE,,N/A,,,,,,barchart
Farmers Coop of Dorchester,Daykin,NE,,402-446-7285 ,,,,,,barchart
Farmers Coop of Dorchester,Dorchester,NE,,402-946-2211,,,,,,barchart
Farmers Coop of Dorchester,Emerald,NE,,402-474-6631,,,,,,barchart
Farmers Coop of Dorchester,Exeter,NE,,402-266-5951,,,,,,barchart
Farmers Coop of Dorchester,Fairmont,NE,,402-268-2151,,,,,,barchart
Farmers Coop of Dorchester,Firth,NE,,402-791-5837,,,,,,barchart
Farmers Coop of Dorchester,Hallam,NE,,402-787-3290,,,,,,barchart
Farmers Coop of Dorchester,Jansen,NE,,402-424-2230,,,,,,barchart
Farmers Coop of Dorchester,Kramer,NE,,402-826-5291,,,,,,barchart
Farmers Coop of Dorchester,Lincoln,NE,,402-946-2211,,,,,,barchart
Farmers Coop of Dorchester,Lincoln,NE,,N/A,,,,,,barchart
Farmers Coop of Dorchester,Lushton,NE,,402-724-2495,,,,,,barchart
Farmers Coop of Dorchester,McCool Junction,NE,,402-724-2241,,,,,,barchart
Farmers Coop of Dorchester,Milford,NE,,402-761-2646,,,,,,barchart
Farmers Coop of Dorchester,Milligan,NE,,402-629-4275,,,,,,barchart
Farmers Coop of Dorchester,Odell,NE,,402-766-4145,,,,,,barchart
Farmers Coop of Dorchester,Ohiowa,NE,,402-295-2219,,,,,,barchart
Farmers Coop of Dorchester,PAWNEE,NE,,402-946-2211,,,,,,barchart
Farmers Coop of Dorchester,Pickrell,NE,,402-673-3280,,,,,,barchart
Farmers Coop of Dorchester,Pleasant Dale,NE,,402-795-3370,,,,,,barchart
Farmers Coop of Dorchester,Plymouth,NE,,402-656-3615,,,,,,barchart
Farmers Coop of Dorchester,Raymond,NE,,402-783-2321,,,,,,barchart
Farmers Coop of Dorchester,Sterling,NE,,402-866-4661,,,,,,barchart
Farmers Coop of Dorchester,Swanton,NE,,402-448-2040,,,,,,barchart
Farmers Coop of Dorchester,Virginia,NE,,402-688-4252,,,,,,barchart
Farmers Coop of Dorchester,Wilber,NE,,402-821-2351,,,,,,barchart
Farmers Coop of Dorchester,York,NE,,402-946-2211,,,,,,barchart
FARMERS COOPERATIVE,DORCHESTER,NE,SALINE,,,dealer+warehouse,"1,000,000",,,registry-ne
FARMERS COOPERATIVE,PILGER,NE,STANTON,,,dealer+warehouse,"63,000",,,registry-ne
FARMERS COOPERATIVE COMPANY,TALMAGE,NE,NEMAHA,,,dealer+warehouse,"61,000",,,registry-ne
FARMERS COOPERATIVE GRAIN AND SUPPLY COMPANY,TRENTON,NE,HITCHCOCK,,,dealer+warehouse,"35,000",,,registry-ne
Farmers Union Cooperative Co.,Friend,NE,,402-947-4291,,,,,,barchart
FARMERS UNION COOPERATIVE COMPANY,FRIEND,NE,SALINE,,,dealer+warehouse,"117,000",,,registry-ne
FARMERS UNION COOPERATIVE SUPPLY COMPANY,CLARKSON,NE,COLFAX,,,dealer+warehouse,"1,000,000",,,registry-ne
First Rate Trade LLC,Dunbar,NE,,402-934-2066,,,,,,barchart
First Rate Trade LLC,Wahoo,NE,,402-934-2066,,,,,,barchart
FORDYCE FARMERS NON-STOCK COOPERATIVE,FORDYCE,NE,CEDAR,,,dealer+warehouse,"35,000",,,registry-ne
Frenchman Valley Coop,Grant,NE,,(308) 352-4295,,,,,,barchart
FRENCHMAN VALLEY FARMERS COOPERATIVE INC DBA PLAINS GRAIN,IMPERIAL,NE,,,,dealer,"1,000,000",,,registry-ne
Frontier Cooperative,Adams,NE,,(402) 988-4655,,,,,,barchart
Frontier Cooperative,Adams,NE,,(402) 988-2655,,,,,,barchart
Frontier Cooperative,Avoca,NE,,402-275-3725,,,,,,barchart
Frontier Cooperative,Bellwood,NE,,402-538-3365,,,,,,barchart
Frontier Cooperative,Bennet,NE,,402-782-2295,,,,,,barchart
Frontier Cooperative,Blair,NE,,(402) 533-4100,,,,,,barchart
Frontier Cooperative,Brainard,NE,,402-545-2811,,,,,,barchart
Frontier Cooperative,Bruno,NE,,402-543-2226,,,,,,barchart
Frontier Cooperative,Burr,NE,,402-848-2381,,,,,,barchart
Frontier Cooperative,Cedar Bluffs,NE,,402-628-3065,,,,,,barchart
Frontier Cooperative,Ceresco,NE,,402-665-3101,,,,,,barchart
Frontier Cooperative,Columbus,NE,,402-564-3261,,,,,,barchart
Frontier Cooperative,Cook,NE,,402-864-4151,,,,,,barchart
Frontier Cooperative,David City,NE,,+1 402-367-3582,,,,,,barchart
Frontier Cooperative,David City,NE,,+1 402-367-3582,,,,,,barchart
Frontier Cooperative,Duncan,NE,,402-897-2615,,,,,,barchart
Frontier Cooperative,Dwight,NE,,402-566-2415,,,,,,barchart
Frontier Cooperative,Eagle,NE,,402-781-2305,,,,,,barchart
Frontier Cooperative,Elk Creek,NE,,402-877-2475,,,,,,barchart
Frontier Cooperative,Elmwood,NE,,402-994-2585,,,,,,barchart
Frontier Cooperative,Garrison,NE,,402-367-3028,,,,,,barchart
Frontier Cooperative,Greenwood,NE,,402-789-2335,,,,,,barchart
Frontier Cooperative,Lincoln,NE,,402-937-1800,,,,,,barchart
Frontier Cooperative,Manley,NE,,402-234-2515,,,,,,barchart
Frontier Cooperative,Mead,NE,,402-624-3255,,,,,,barchart
Frontier Cooperative,Murdock,NE,,402-867-3486,,,,,,barchart
Frontier Cooperative,Nebraska City,NE,,402-873-3391,,,,,,barchart
Frontier Cooperative,North Bend,NE,,402-652-8611,,,,,,barchart
Frontier Cooperative,Osceola,NE,,402-747-2941,,,,,,barchart
Frontier Cooperative,Palmyra,NE,,402-780-5820,,,,,,barchart
Frontier Cooperative,Plattsmouth,NE,,402-298-8265,,,,,,barchart
Frontier Cooperative,Prague,NE,,402-663-5171,,,,,,barchart
Frontier Cooperative,Schuyler,NE,,402-352-2471,,,,,,barchart
Frontier Cooperative,Silver Creek,NE,,+1 308-773-2225,,,,,,barchart
Frontier Cooperative,St. Mary,NE,,402-866-4141 ,,,,,,barchart
Frontier Cooperative,Syracuse,NE,,402-269-3311,,,,,,barchart
Frontier Cooperative,Syracuse,NE,,402-269-3311,,,,,,barchart
Frontier Cooperative,Tecumseh,NE,,402-335-3351,,,,,,barchart
Frontier Cooperative,Tecumseh,NE,,402-335-3351,,,,,,barchart
Frontier Cooperative,Wahoo,NE,,402-443-3797,,,,,,barchart
Frontier Cooperative,Walton,NE,,402-489-6242,,,,,,barchart
Frontier Cooperative,Waverly,NE,,800-401-2546,,,,,,barchart
Frontier Cooperative,Weston,NE,,402-642-5861,,,,,,barchart
FRONTIER COOPERATIVE COMPANY,LINCOLN,NE,LANCASTER,,,dealer+warehouse,"1,000,000",,,registry-ne
"GENEVA MILLING CO., INC.",GENEVA,NE,FILLMORE,,,dealer+warehouse,"127,000",,,registry-ne
"GRAIN PLACE FOODS, INC.",MARQUETTE,NE,,,,dealer,"35,000",,,registry-ne
